"Time","by-stack - bystackgo","by-stack - bystackjvm","by-stack - bystacknode","by-stack - carts-db","by-stack - catalogue-db","by-stack - orders-db","by-stack - rabbitmq","by-stack - rabbitmq-exporter","by-stack - session-db","by-stack - user-db"
2023-05-27 15:03:15,1,1,1,1,1,1,1,1,1,1
2023-05-27 15:03:30,1,1,1,1,1,1,1,1,1,1
2023-05-27 15:03:45,1,1,1,1,1,1,1,1,1,1
2023-05-27 15:04:00,1,1,1,1,1,1,1,1,1,1
2023-05-27 15:04:15,1,1,1,1,1,1,1,1,1,1
2023-05-27 15:04:30,1,1,1,1,1,1,1,1,1,1
2023-05-27 15:04:45,1,1,1,1,1,1,1,1,1,1
2023-05-27 15:05:00,1,1,1,1,1,1,1,1,1,1
2023-05-27 15:05:15,1,1,1,1,1,1,1,1,1,1
2023-05-27 15:05:30,1,1,1,1,1,1,1,1,1,1
2023-05-27 15:05:45,1,1,1,1,1,1,1,1,1,1
2023-05-27 15:06:00,1,1,1,1,1,1,1,1,1,1
2023-05-27 15:06:15,1,1,1,1,1,1,1,1,1,1
2023-05-27 15:06:30,1,1,1,1,1,1,1,1,1,1
2023-05-27 15:06:45,1,1,1,1,1,1,1,1,1,1
2023-05-27 15:07:00,1,1,1,1,1,1,1,1,1,1
2023-05-27 15:07:15,1,1,1,1,1,1,1,1,1,1
2023-05-27 15:07:30,1,1,1,1,1,1,1,1,1,1
2023-05-27 15:07:45,1,1,1,1,1,1,1,1,1,1
2023-05-27 15:08:00,1,1,0,1,1,1,1,1,1,1
2023-05-27 15:08:15,1,1,0,1,1,1,1,1,1,1
2023-05-27 15:08:30,1,1,0,1,1,1,1,1,1,1
2023-05-27 15:08:45,1,1,1,1,1,1,1,1,1,1
2023-05-27 15:09:00,1,1,1,1,1,1,1,1,1,1
2023-05-27 15:09:15,1,1,1,1,1,1,1,1,1,1
2023-05-27 15:09:30,1,1,1,1,1,1,1,1,1,1
2023-05-27 15:09:45,1,1,1,1,1,1,1,1,1,1
2023-05-27 15:10:00,1,1,1,1,1,1,1,1,1,1
2023-05-27 15:10:15,1,1,1,1,1,1,1,1,1,1
2023-05-27 15:10:30,1,1,1,1,1,1,1,1,1,1
2023-05-27 15:10:45,1,1,1,1,1,1,1,1,1,1
2023-05-27 15:11:00,1,1,1,1,1,1,1,1,1,1
2023-05-27 15:11:15,0,1,0,1,1,1,1,1,1,1
2023-05-27 15:11:30,0,1,0,1,1,1,1,1,1,1
2023-05-27 15:11:45,0,1,0,1,1,1,1,1,1,1
2023-05-27 15:12:00,0,1,0,1,1,1,1,1,1,1
2023-05-27 15:12:15,0,1,0,1,1,1,1,1,1,1
2023-05-27 15:12:30,0,1,0,1,1,1,1,1,1,1
2023-05-27 15:12:45,0,1,0,1,1,1,1,1,1,1
2023-05-27 15:13:00,0,1,0,1,1,1,1,1,1,1
2023-05-27 15:13:15,0,1,0,1,1,1,1,1,1,1

